label,narrow_cpr_pct,proximity_pct,max_wick_pct,st_period,st_mult,total_trades,win_rate,total_pnl,pnl_pct,profit_factor,max_drawdown,sharpe,avg_trades_per_day,exit_reasons
CPR2.0_PROX0.5_WICK40.0,2.0,0.5,40.0,7,3.0,9,22.22,-19572.0,-1.96,0.12,2.06,-2.77,0.07,"{'EOD': 4, 'CPR_BREACH': 5}"
CPR0.5_PROX2.0_WICK15.0,0.5,2.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX2.0_WICK15.0,0.5,2.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX2.0_WICK15.0,0.5,2.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX1.0_WICK15.0,2.0,1.0,15.0,7,3.0,7,42.86,-10064.0,-1.01,0.22,1.11,-1.85,0.06,"{'EOD': 5, 'CPR_BREACH': 2}"
CPR2.0_PROX1.0_WICK25.0,2.0,1.0,25.0,7,3.0,9,33.33,-18730.0,-1.87,0.13,1.98,-2.58,0.07,"{'EOD': 5, 'CPR_BREACH': 4}"
CPR0.5_PROX2.0_WICK15.0,0.5,2.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX1.0_WICK40.0,2.0,1.0,40.0,7,3.0,14,21.43,-33335.0,-3.33,0.08,3.36,-2.83,0.11,"{'EOD': 7, 'CPR_BREACH': 7}"
CPR0.5_PROX2.0_WICK25.0,0.5,2.0,25.0,7,3.0,19,57.89,21464.0,2.15,1.69,1.78,0.73,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX2.0_WICK25.0,0.5,2.0,25.0,7,3.0,19,57.89,21464.0,2.15,1.69,1.78,0.73,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX2.0_WICK25.0,0.5,2.0,25.0,7,3.0,19,57.89,21464.0,2.15,1.69,1.78,0.73,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX1.5_WICK15.0,2.0,1.5,15.0,7,3.0,7,42.86,-10064.0,-1.01,0.22,1.11,-1.85,0.06,"{'EOD': 5, 'CPR_BREACH': 2}"
CPR2.0_PROX1.5_WICK25.0,2.0,1.5,25.0,7,3.0,9,33.33,-18730.0,-1.87,0.13,1.98,-2.58,0.07,"{'EOD': 5, 'CPR_BREACH': 4}"
CPR0.5_PROX2.0_WICK25.0,0.5,2.0,25.0,7,3.0,19,57.89,21464.0,2.15,1.69,1.78,0.73,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX1.5_WICK40.0,2.0,1.5,40.0,7,3.0,16,18.75,-41340.0,-4.13,0.06,4.16,-2.86,0.13,"{'EOD': 7, 'CPR_BREACH': 9}"
CPR0.5_PROX2.0_WICK40.0,0.5,2.0,40.0,7,3.0,23,56.52,17785.0,1.78,1.45,1.93,0.57,0.06,"{'EOD': 20, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX2.0_WICK40.0,0.5,2.0,40.0,7,3.0,23,56.52,17785.0,1.78,1.45,1.93,0.57,0.06,"{'EOD': 20, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX2.0_WICK40.0,0.5,2.0,40.0,7,3.0,23,56.52,17785.0,1.78,1.45,1.93,0.57,0.06,"{'EOD': 20, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR2.0_PROX2.0_WICK15.0,2.0,2.0,15.0,7,3.0,7,42.86,-10064.0,-1.01,0.22,1.11,-1.85,0.06,"{'EOD': 5, 'CPR_BREACH': 2}"
CPR2.0_PROX2.0_WICK25.0,2.0,2.0,25.0,7,3.0,9,33.33,-18730.0,-1.87,0.13,1.98,-2.58,0.07,"{'EOD': 5, 'CPR_BREACH': 4}"
CPR0.5_PROX2.0_WICK40.0,0.5,2.0,40.0,7,3.0,23,56.52,17785.0,1.78,1.45,1.93,0.57,0.06,"{'EOD': 20, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX3.0_WICK15.0,0.5,3.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX2.0_WICK40.0,2.0,2.0,40.0,7,3.0,16,18.75,-41340.0,-4.13,0.06,4.16,-2.86,0.13,"{'EOD': 7, 'CPR_BREACH': 9}"
CPR0.5_PROX3.0_WICK15.0,0.5,3.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX3.0_WICK15.0,0.5,3.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX3.0_WICK15.0,0.5,3.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX3.0_WICK15.0,2.0,3.0,15.0,7,3.0,7,42.86,-10064.0,-1.01,0.22,1.11,-1.85,0.06,"{'EOD': 5, 'CPR_BREACH': 2}"
CPR2.0_PROX3.0_WICK25.0,2.0,3.0,25.0,7,3.0,10,30.0,-24046.0,-2.4,0.11,2.4,-2.95,0.08,"{'EOD': 5, 'CPR_BREACH': 5}"
CPR0.5_PROX3.0_WICK15.0,0.5,3.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX3.0_WICK25.0,0.5,3.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX3.0_WICK40.0,2.0,3.0,40.0,7,3.0,17,17.65,-46656.0,-4.67,0.06,4.67,-3.14,0.13,"{'EOD': 7, 'CPR_BREACH': 10}"
CPR0.5_PROX3.0_WICK25.0,0.5,3.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX3.0_WICK25.0,0.5,3.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX3.0_WICK25.0,0.5,3.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR2.0_PROX5.0_WICK15.0,2.0,5.0,15.0,7,3.0,7,42.86,-10064.0,-1.01,0.22,1.11,-1.85,0.06,"{'EOD': 5, 'CPR_BREACH': 2}"
CPR2.0_PROX5.0_WICK25.0,2.0,5.0,25.0,7,3.0,10,30.0,-24046.0,-2.4,0.11,2.4,-2.95,0.08,"{'EOD': 5, 'CPR_BREACH': 5}"
CPR0.5_PROX3.0_WICK25.0,0.5,3.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX3.0_WICK40.0,0.5,3.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR2.0_PROX5.0_WICK40.0,2.0,5.0,40.0,7,3.0,18,16.67,-52646.0,-5.26,0.05,5.26,-2.93,0.14,"{'EOD': 8, 'CPR_BREACH': 10}"
CPR0.5_PROX3.0_WICK40.0,0.5,3.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX3.0_WICK40.0,0.5,3.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX3.0_WICK40.0,0.5,3.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR3.0_PROX0.5_WICK15.0,3.0,0.5,15.0,7,3.0,5,40.0,-4068.0,-0.41,0.39,0.51,-1.12,0.04,"{'EOD': 4, 'CPR_BREACH': 1}"
CPR0.5_PROX3.0_WICK40.0,0.5,3.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX3.0_WICK40.0,0.5,3.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR3.0_PROX0.5_WICK25.0,3.0,0.5,25.0,7,3.0,7,28.57,-12734.0,-1.27,0.17,1.38,-2.1,0.06,"{'EOD': 4, 'CPR_BREACH': 3}"
CPR0.5_PROX5.0_WICK15.0,0.5,5.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX0.5_WICK40.0,3.0,0.5,40.0,7,3.0,10,20.0,-19617.0,-1.96,0.12,2.07,-2.78,0.08,"{'EOD': 5, 'CPR_BREACH': 5}"
CPR0.5_PROX5.0_WICK15.0,0.5,5.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX5.0_WICK15.0,0.5,5.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX5.0_WICK15.0,0.5,5.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX1.0_WICK15.0,3.0,1.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR0.5_PROX5.0_WICK15.0,0.5,5.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX5.0_WICK15.0,0.5,5.0,15.0,7,3.0,16,56.25,11225.0,1.12,1.39,1.97,0.43,0.04,"{'EOD': 14, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX1.0_WICK25.0,3.0,1.0,25.0,7,3.0,10,30.0,-18775.0,-1.88,0.13,1.98,-2.58,0.08,"{'EOD': 6, 'CPR_BREACH': 4}"
CPR0.5_PROX5.0_WICK25.0,0.5,5.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX1.0_WICK40.0,3.0,1.0,40.0,7,3.0,15,20.0,-33380.0,-3.34,0.08,3.37,-2.84,0.12,"{'EOD': 8, 'CPR_BREACH': 7}"
CPR0.5_PROX5.0_WICK25.0,0.5,5.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX5.0_WICK25.0,0.5,5.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX5.0_WICK25.0,0.5,5.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX5.0_WICK25.0,0.5,5.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX1.5_WICK15.0,3.0,1.5,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR0.5_PROX5.0_WICK25.0,0.5,5.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR0.5_PROX5.0_WICK25.0,0.5,5.0,25.0,7,3.0,20,55.0,15905.0,1.59,1.43,1.78,0.52,0.05,"{'EOD': 18, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR3.0_PROX1.5_WICK25.0,3.0,1.5,25.0,7,3.0,10,30.0,-18775.0,-1.88,0.13,1.98,-2.58,0.08,"{'EOD': 6, 'CPR_BREACH': 4}"
CPR0.5_PROX5.0_WICK40.0,0.5,5.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR3.0_PROX1.5_WICK40.0,3.0,1.5,40.0,7,3.0,17,17.65,-41385.0,-4.14,0.06,4.17,-2.86,0.13,"{'EOD': 8, 'CPR_BREACH': 9}"
CPR0.5_PROX5.0_WICK40.0,0.5,5.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX5.0_WICK40.0,0.5,5.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX5.0_WICK40.0,0.5,5.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX5.0_WICK40.0,0.5,5.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR3.0_PROX2.0_WICK15.0,3.0,2.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR0.5_PROX5.0_WICK40.0,0.5,5.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR0.5_PROX5.0_WICK40.0,0.5,5.0,40.0,7,3.0,24,54.17,12226.0,1.22,1.27,1.93,0.38,0.06,"{'EOD': 21, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR3.0_PROX2.0_WICK25.0,3.0,2.0,25.0,7,3.0,10,30.0,-18775.0,-1.88,0.13,1.98,-2.58,0.08,"{'EOD': 6, 'CPR_BREACH': 4}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR3.0_PROX2.0_WICK40.0,3.0,2.0,40.0,7,3.0,17,17.65,-41385.0,-4.14,0.06,4.17,-2.86,0.13,"{'EOD': 8, 'CPR_BREACH': 9}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR3.0_PROX3.0_WICK15.0,3.0,3.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR1.0_PROX0.5_WICK15.0,1.0,0.5,15.0,7,3.0,10,40.0,5004.0,0.5,1.22,1.88,0.21,0.03,"{'EOD': 9, 'SL': 1}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR3.0_PROX3.0_WICK25.0,3.0,3.0,25.0,7,3.0,11,27.27,-24091.0,-2.41,0.11,2.41,-2.96,0.09,"{'EOD': 6, 'CPR_BREACH': 5}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR3.0_PROX3.0_WICK40.0,3.0,3.0,40.0,7,3.0,18,16.67,-46701.0,-4.67,0.06,4.67,-3.14,0.14,"{'EOD': 8, 'CPR_BREACH': 10}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR3.0_PROX5.0_WICK15.0,3.0,5.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR1.0_PROX0.5_WICK25.0,1.0,0.5,25.0,7,3.0,13,46.15,4311.0,0.43,1.17,1.88,0.18,0.03,"{'EOD': 12, 'SL': 1}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR3.0_PROX5.0_WICK25.0,3.0,5.0,25.0,7,3.0,11,27.27,-24091.0,-2.41,0.11,2.41,-2.96,0.09,"{'EOD': 6, 'CPR_BREACH': 5}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR3.0_PROX5.0_WICK40.0,3.0,5.0,40.0,7,3.0,19,15.79,-52691.0,-5.27,0.05,5.27,-2.93,0.15,"{'EOD': 9, 'CPR_BREACH': 10}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR5.0_PROX0.5_WICK15.0,5.0,0.5,15.0,7,3.0,5,40.0,-4068.0,-0.41,0.39,0.51,-1.12,0.04,"{'EOD': 4, 'CPR_BREACH': 1}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX0.5_WICK40.0,1.0,0.5,40.0,7,3.0,18,50.0,9315.0,0.93,1.34,2.02,0.38,0.05,"{'EOD': 17, 'SL': 1}"
CPR5.0_PROX0.5_WICK25.0,5.0,0.5,25.0,7,3.0,7,28.57,-12734.0,-1.27,0.17,1.38,-2.1,0.06,"{'EOD': 4, 'CPR_BREACH': 3}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR5.0_PROX0.5_WICK40.0,5.0,0.5,40.0,7,3.0,10,20.0,-19617.0,-1.96,0.12,2.07,-2.78,0.08,"{'EOD': 5, 'CPR_BREACH': 5}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR5.0_PROX1.0_WICK15.0,5.0,1.0,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK15.0,1.0,1.0,15.0,7,3.0,14,50.0,7262.0,0.73,1.25,2.09,0.29,0.04,"{'EOD': 12, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR5.0_PROX1.0_WICK25.0,5.0,1.0,25.0,7,3.0,10,30.0,-18775.0,-1.88,0.13,1.98,-2.58,0.08,"{'EOD': 6, 'CPR_BREACH': 4}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR5.0_PROX1.0_WICK40.0,5.0,1.0,40.0,7,3.0,15,20.0,-33380.0,-3.34,0.08,3.37,-2.84,0.12,"{'EOD': 8, 'CPR_BREACH': 7}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR5.0_PROX1.5_WICK15.0,5.0,1.5,15.0,7,3.0,8,37.5,-10109.0,-1.01,0.22,1.12,-1.86,0.06,"{'EOD': 6, 'CPR_BREACH': 2}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR1.0_PROX1.0_WICK25.0,1.0,1.0,25.0,7,3.0,19,57.89,24829.0,2.48,1.8,2.03,0.78,0.05,"{'EOD': 17, 'SUPERTREND_FLIP': 1, 'SL': 1}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
CPR5.0_PROX1.5_WICK25.0,5.0,1.5,25.0,7,3.0,10,30.0,-18775.0,-1.88,0.13,1.98,-2.58,0.08,"{'EOD': 6, 'CPR_BREACH': 4}"
CPR1.0_PROX1.0_WICK40.0,1.0,1.0,40.0,7,3.0,27,55.56,27059.0,2.71,1.61,2.18,0.76,0.07,"{'CPR_BREACH': 1, 'EOD': 23, 'SUPERTREND_FLIP': 1, 'SL': 2}"
