assets,signal,horizon,window,n_obs,ic_mean,ic_t,ic_hit,top_ann,mid_ann,bot_ann,spread_ann,monotone,draw
SHUF16,ABSMOM63,3m,full,230,0.0856,5.31,61.7,27.31,24.05,23.34,3.97,True,16
SHUF16,ABSMOM126,1m,full,229,0.0485,2.66,56.3,25.92,22.99,21.9,4.01,True,16
SHUF16,ABSMOM126,3m,full,227,0.0822,4.57,62.1,27.01,24.28,22.67,4.34,True,16
SHUF16,ABSMOM252,1m,full,223,0.0348,1.72,56.1,24.82,23.12,21.32,3.5,True,16
SHUF16,ABSMOM252,3m,full,221,0.0551,2.87,55.7,26.18,23.55,23.97,2.21,False,16
SHUF16,MOMSKIP126,1m,full,229,0.0596,3.34,59.4,27.02,22.36,21.23,5.79,True,16
SHUF16,MOMSKIP126,3m,full,227,0.0779,4.39,63.4,26.65,24.86,22.49,4.16,True,16
SHUF16,RISKADJ63,1m,full,232,0.0231,1.21,53.4,25.39,23.37,23.43,1.96,False,16
SHUF16,RISKADJ63,3m,full,230,0.0516,3.11,55.7,26.42,24.43,23.99,2.44,True,16
SHUF16,RISKADJ126,1m,full,229,0.0407,2.22,54.6,25.13,23.66,22.03,3.1,True,16
SHUF16,RISKADJ126,3m,full,227,0.0599,3.36,57.7,26.35,24.33,23.4,2.95,True,16
SHUF16,MADIST200,1m,full,231,0.0452,2.37,55.8,25.69,23.28,22.27,3.42,True,16
SHUF16,MADIST200,3m,full,229,0.0881,4.93,64.6,26.9,24.2,23.16,3.73,True,16
SHUF16,ACCEL,1m,full,223,-0.0063,-0.34,50.7,23.21,21.98,24.3,-1.09,False,16
SHUF16,ACCEL,3m,full,221,0.0373,2.11,55.7,25.58,24.04,23.99,1.59,True,16
SHUF17,ABSMOM63,1m,full,232,0.0296,1.56,53.0,23.99,23.99,21.3,2.69,True,17
SHUF17,ABSMOM63,3m,full,230,0.0779,4.59,60.4,25.15,25.01,21.74,3.41,True,17
SHUF17,ABSMOM126,1m,full,229,0.0368,1.92,55.0,24.34,22.96,20.59,3.75,True,17
SHUF17,ABSMOM126,3m,full,227,0.0783,4.27,61.2,25.27,24.52,21.31,3.95,True,17
SHUF17,ABSMOM252,1m,full,223,0.0468,2.48,58.7,23.46,23.63,19.67,3.79,False,17
SHUF17,ABSMOM252,3m,full,221,0.07,3.79,62.9,24.75,24.68,21.73,3.02,True,17
SHUF17,MOMSKIP126,1m,full,229,0.0421,2.25,58.1,24.51,23.21,20.09,4.43,True,17
SHUF17,MOMSKIP126,3m,full,227,0.0765,4.23,62.1,25.43,24.19,21.51,3.92,True,17
SHUF17,RISKADJ63,1m,full,232,0.032,1.79,54.3,24.01,23.82,21.48,2.53,True,17
SHUF17,RISKADJ63,3m,full,230,0.0744,4.47,61.7,25.22,24.57,22.19,3.03,True,17
SHUF17,RISKADJ126,1m,full,229,0.0288,1.52,54.1,23.86,22.91,21.23,2.63,True,17
SHUF17,RISKADJ126,3m,full,227,0.0598,3.39,58.6,24.69,24.62,21.88,2.82,True,17
SHUF17,MADIST200,1m,full,231,0.0284,1.47,54.1,24.08,23.16,21.32,2.76,True,17
SHUF17,MADIST200,3m,full,229,0.0752,4.12,60.3,25.52,23.89,22.12,3.4,True,17
SHUF17,ACCEL,1m,full,223,-0.0094,-0.48,47.1,22.77,22.03,22.42,0.35,False,17
SHUF17,ACCEL,3m,full,221,0.0283,1.51,54.8,24.24,23.78,23.43,0.81,True,17
SHUF18,ABSMOM63,1m,full,232,0.0154,0.81,51.7,24.57,21.5,23.43,1.14,False,18
SHUF18,ABSMOM63,3m,full,230,0.0199,1.05,51.7,25.1,23.49,23.9,1.2,False,18
SHUF18,ABSMOM126,1m,full,229,0.0189,1.01,54.1,23.4,22.36,22.63,0.77,False,18
SHUF18,ABSMOM126,3m,full,227,0.0244,1.27,57.3,24.69,24.11,23.03,1.67,True,18
SHUF18,ABSMOM252,1m,full,223,0.0241,1.24,53.4,23.3,22.2,21.61,1.69,True,18
SHUF18,ABSMOM252,3m,full,221,0.0264,1.31,54.3,24.47,23.94,23.1,1.36,True,18
SHUF18,MOMSKIP126,1m,full,229,0.0255,1.4,50.2,24.4,21.22,22.54,1.86,False,18
SHUF18,MOMSKIP126,3m,full,227,0.0279,1.51,55.5,24.64,23.84,23.32,1.31,True,18
SHUF18,RISKADJ63,1m,full,232,0.0243,1.34,53.9,24.05,23.27,22.25,1.8,True,18
SHUF18,RISKADJ63,3m,full,230,0.0447,2.42,56.1,25.22,24.0,23.25,1.98,True,18
SHUF18,RISKADJ126,1m,full,229,0.0306,1.63,53.3,23.55,23.02,21.57,1.97,True,18
SHUF18,RISKADJ126,3m,full,227,0.0306,1.6,54.6,24.5,24.85,22.39,2.12,False,18
SHUF18,MADIST200,1m,full,231,0.0178,0.93,56.7,23.61,22.57,22.7,0.9,False,18
SHUF18,MADIST200,3m,full,229,0.0262,1.34,55.0,25.02,23.7,23.33,1.69,True,18
SHUF18,ACCEL,1m,full,223,-0.0136,-0.77,47.1,21.11,22.78,23.16,-2.05,False,18
SHUF18,ACCEL,3m,full,221,-0.0121,-0.66,51.1,23.33,24.15,24.07,-0.75,False,18
SHUF19,ABSMOM63,1m,full,232,0.0026,0.13,49.6,22.63,24.6,23.12,-0.49,False,19
SHUF19,ABSMOM63,3m,full,230,0.0538,2.63,55.2,25.42,24.03,23.24,2.18,True,19
SHUF19,ABSMOM126,1m,full,229,0.0273,1.37,50.7,24.34,22.32,22.45,1.89,False,19
SHUF19,ABSMOM126,3m,full,227,0.0579,3.06,56.4,25.47,24.18,22.61,2.86,True,19
SHUF19,ABSMOM252,1m,full,223,0.0492,2.64,57.8,24.03,22.67,21.1,2.94,True,19
SHUF19,ABSMOM252,3m,full,221,0.0848,4.55,65.2,26.02,23.95,22.03,3.99,True,19
SHUF19,MOMSKIP126,1m,full,229,0.0366,1.98,54.6,24.69,22.41,21.94,2.74,True,19
SHUF19,MOMSKIP126,3m,full,227,0.0611,3.48,57.3,25.47,23.85,22.94,2.53,True,19
SHUF19,RISKADJ63,1m,full,232,0.0166,0.86,51.3,23.13,24.11,23.03,0.1,False,19
SHUF19,RISKADJ63,3m,full,230,0.062,3.08,58.7,25.47,24.37,22.88,2.59,True,19
SHUF19,RISKADJ126,1m,full,229,0.04,2.03,56.3,24.12,23.61,21.41,2.71,True,19
SHUF19,RISKADJ126,3m,full,227,0.0717,3.83,59.9,25.46,24.47,22.31,3.15,True,19
SHUF19,MADIST200,1m,full,231,0.0214,1.06,51.5,23.58,23.16,22.59,0.99,True,19
SHUF19,MADIST200,3m,full,229,0.0564,2.86,59.0,25.09,24.35,23.01,2.08,True,19
SHUF19,ACCEL,1m,full,223,-0.0275,-1.5,45.7,21.65,23.03,23.64,-1.98,False,19
SHUF19,ACCEL,3m,full,221,-0.0084,-0.45,45.7,23.91,24.26,24.13,-0.22,False,19
SHUF20,ABSMOM63,1m,full,232,-0.01,-0.57,45.7,23.59,25.04,23.2,0.39,False,20
SHUF20,ABSMOM63,3m,full,230,0.0131,0.74,53.9,25.57,24.6,24.67,0.89,False,20
SHUF20,ABSMOM126,1m,full,229,0.0167,0.86,49.8,24.34,23.46,22.98,1.36,True,20
SHUF20,ABSMOM126,3m,full,227,0.0668,3.43,58.1,25.99,24.15,23.99,2.0,True,20
SHUF20,ABSMOM252,1m,full,223,0.0263,1.29,54.7,23.57,23.33,22.13,1.44,True,20
SHUF20,ABSMOM252,3m,full,221,0.0602,2.93,56.6,25.15,25.38,23.01,2.14,False,20
SHUF20,MOMSKIP126,1m,full,229,0.038,2.03,55.0,26.16,21.37,23.2,2.95,False,20
SHUF20,MOMSKIP126,3m,full,227,0.0748,3.93,59.9,26.32,24.09,23.72,2.6,True,20
SHUF20,RISKADJ63,1m,full,232,-0.0078,-0.45,47.0,22.73,25.1,23.96,-1.23,False,20
SHUF20,RISKADJ63,3m,full,230,0.0178,1.02,54.8,25.42,24.77,24.63,0.79,True,20
SHUF20,RISKADJ126,1m,full,229,0.0243,1.31,54.6,24.77,22.91,22.97,1.79,False,20
SHUF20,RISKADJ126,3m,full,227,0.0656,3.44,58.1,26.1,24.42,23.57,2.53,True,20
SHUF20,MADIST200,1m,full,231,0.013,0.67,50.6,23.67,24.76,22.72,0.95,False,20
SHUF20,MADIST200,3m,full,229,0.0518,2.65,57.2,25.55,24.83,24.05,1.5,True,20
SHUF20,ACCEL,1m,full,223,-0.0242,-1.44,46.6,22.29,22.23,24.76,-2.47,False,20
SHUF20,ACCEL,3m,full,221,-0.0382,-2.18,47.5,23.95,23.89,25.96,-2.01,False,20
SHUF21,ABSMOM63,1m,full,232,0.0331,1.79,53.9,25.22,21.94,21.74,3.48,True,21
SHUF21,ABSMOM63,3m,full,230,0.0744,4.09,61.7,26.02,23.7,22.06,3.96,True,21
SHUF21,ABSMOM126,1m,full,229,0.0561,2.93,59.4,25.56,21.52,20.63,4.93,True,21
SHUF21,ABSMOM126,3m,full,227,0.0882,4.46,64.3,25.82,23.46,21.83,4.0,True,21
SHUF21,ABSMOM252,1m,full,223,0.062,2.92,60.5,24.01,22.79,19.72,4.29,True,21
SHUF21,ABSMOM252,3m,full,221,0.1161,5.44,66.1,25.71,23.06,22.21,3.51,True,21
SHUF21,MOMSKIP126,1m,full,229,0.0585,3.04,62.0,25.29,21.13,21.37,3.92,False,21
SHUF21,MOMSKIP126,3m,full,227,0.0732,3.84,63.4,25.68,23.26,22.26,3.43,True,21
SHUF21,RISKADJ63,1m,full,232,0.0424,2.35,57.3,24.83,22.71,21.44,3.38,True,21
SHUF21,RISKADJ63,3m,full,230,0.0803,4.56,63.0,25.91,23.7,22.19,3.72,True,21
SHUF21,RISKADJ126,1m,full,229,0.0523,2.74,59.0,24.1,23.12,20.62,3.47,True,21
SHUF21,RISKADJ126,3m,full,227,0.0868,4.55,63.0,25.55,23.7,21.95,3.6,True,21
SHUF21,MADIST200,1m,full,231,0.0433,2.23,61.5,25.27,20.71,22.15,3.12,False,21
SHUF21,MADIST200,3m,full,229,0.0945,4.71,65.1,26.01,23.34,22.03,3.98,True,21
SHUF21,ACCEL,1m,full,223,-0.0193,-1.04,44.8,22.56,21.61,22.83,-0.27,False,21
SHUF21,ACCEL,3m,full,221,-0.0287,-1.56,45.7,23.72,23.34,24.43,-0.71,False,21
SHUF22,ABSMOM63,1m,full,232,0.0336,1.66,54.7,24.78,23.11,22.49,2.29,True,22
SHUF22,ABSMOM63,3m,full,230,0.0348,1.7,56.5,24.91,24.36,23.83,1.07,True,22
SHUF22,ABSMOM126,1m,full,229,0.0257,1.32,52.4,23.02,23.82,22.05,0.96,False,22
SHUF22,ABSMOM126,3m,full,227,0.0461,2.44,55.5,24.54,24.87,22.83,1.71,False,22
SHUF22,ABSMOM252,1m,full,223,0.037,1.79,54.3,22.88,23.37,21.54,1.34,False,22
SHUF22,ABSMOM252,3m,full,221,0.0417,2.06,59.3,24.5,23.99,23.52,0.98,True,22
SHUF22,MOMSKIP126,1m,full,229,0.027,1.38,54.6,22.65,24.05,22.43,0.21,False,22
SHUF22,MOMSKIP126,3m,full,227,0.0397,2.05,55.5,24.56,23.91,23.86,0.7,True,22
SHUF22,RISKADJ63,1m,full,232,0.0317,1.64,55.2,24.73,22.97,22.7,2.04,True,22
SHUF22,RISKADJ63,3m,full,230,0.0301,1.52,52.6,25.0,24.41,23.67,1.33,True,22
SHUF22,RISKADJ126,1m,full,229,0.0242,1.28,51.5,23.36,22.96,22.66,0.71,True,22
SHUF22,RISKADJ126,3m,full,227,0.0425,2.34,58.1,24.42,24.84,23.09,1.34,False,22
SHUF22,MADIST200,1m,full,231,0.0389,1.91,55.0,23.82,23.44,22.19,1.63,True,22
SHUF22,MADIST200,3m,full,229,0.0517,2.59,56.8,24.92,24.05,23.58,1.34,True,22
SHUF22,ACCEL,1m,full,223,-0.0091,-0.48,49.3,22.8,21.76,23.34,-0.54,False,22
SHUF22,ACCEL,3m,full,221,-0.0055,-0.28,50.7,24.06,23.33,24.81,-0.74,False,22
SHUF23,ABSMOM63,1m,full,232,0.0296,1.53,56.0,23.84,23.83,21.86,1.97,True,23
SHUF23,ABSMOM63,3m,full,230,0.0561,2.92,60.4,24.96,24.51,22.81,2.16,True,23
SHUF23,ABSMOM126,1m,full,229,0.0414,2.16,54.6,23.58,23.49,21.15,2.43,True,23
SHUF23,ABSMOM126,3m,full,227,0.0622,3.18,58.1,24.46,24.87,22.14,2.32,False,23
SHUF23,ABSMOM252,1m,full,223,0.0293,1.48,51.1,22.99,22.83,21.52,1.47,True,23
SHUF23,ABSMOM252,3m,full,221,0.0435,2.09,54.8,24.24,24.81,22.69,1.55,False,23
SHUF23,MOMSKIP126,1m,full,229,0.0448,2.52,55.9,23.71,24.02,20.31,3.4,False,23
SHUF23,MOMSKIP126,3m,full,227,0.0539,2.84,56.4,24.7,24.45,22.32,2.38,True,23
SHUF23,RISKADJ63,1m,full,232,0.0276,1.45,53.4,23.02,24.8,21.9,1.12,False,23
SHUF23,RISKADJ63,3m,full,230,0.0492,2.7,58.3,24.81,24.78,22.7,2.1,True,23
SHUF23,RISKADJ126,1m,full,229,0.044,2.38,53.7,23.16,24.24,20.74,2.42,False,23
SHUF23,RISKADJ126,3m,full,227,0.0627,3.33,56.8,24.24,25.37,21.84,2.4,False,23
SHUF23,MADIST200,1m,full,231,0.033,1.67,51.9,23.7,22.94,22.13,1.57,True,23
SHUF23,MADIST200,3m,full,229,0.0635,3.1,59.0,24.57,24.97,22.34,2.22,False,23
SHUF23,ACCEL,1m,full,223,0.0019,0.1,49.8,22.42,22.86,21.99,0.44,False,23
SHUF23,ACCEL,3m,full,221,0.0078,0.4,53.8,23.73,23.77,24.21,-0.48,False,23
SHUF24,ABSMOM63,1m,full,232,0.0355,1.88,56.0,25.5,23.26,22.41,3.09,True,24
SHUF24,ABSMOM63,3m,full,230,0.0636,3.46,59.6,25.65,25.38,23.22,2.43,True,24
SHUF24,ABSMOM126,1m,full,229,0.0206,1.1,54.1,24.13,23.45,22.22,1.9,True,24
SHUF24,ABSMOM126,3m,full,227,0.052,2.92,58.1,25.41,24.44,23.71,1.7,True,24
SHUF24,ABSMOM252,1m,full,223,0.0057,0.28,52.9,22.47,22.78,22.96,-0.49,False,24
SHUF24,ABSMOM252,3m,full,221,0.0203,1.04,56.6,24.32,24.47,24.17,0.15,False,24
SHUF24,MOMSKIP126,1m,full,229,0.0367,2.06,54.1,24.61,23.49,21.59,3.02,True,24
SHUF24,MOMSKIP126,3m,full,227,0.0511,2.77,58.1,24.84,25.31,23.49,1.35,False,24
SHUF24,RISKADJ63,1m,full,232,0.0321,1.72,57.8,24.15,25.02,22.15,2.0,False,24
SHUF24,RISKADJ63,3m,full,230,0.0651,3.68,62.2,25.57,25.95,22.76,2.81,False,24
SHUF24,RISKADJ126,1m,full,229,0.0214,1.14,52.8,24.18,23.36,22.29,1.89,True,24
SHUF24,RISKADJ126,3m,full,227,0.0447,2.6,57.3,24.99,24.75,23.88,1.11,True,24
SHUF24,MADIST200,1m,full,231,0.0165,0.87,53.2,23.79,24.01,22.66,1.13,False,24
SHUF24,MADIST200,3m,full,229,0.0449,2.44,59.0,25.24,24.46,24.05,1.18,True,24
SHUF24,ACCEL,1m,full,223,0.0173,0.89,52.5,23.05,23.42,21.61,1.43,False,24
SHUF24,ACCEL,3m,full,221,0.0497,2.84,55.7,25.08,24.64,23.13,1.95,True,24
SHUF25,ABSMOM63,1m,full,232,0.0161,0.88,51.7,23.42,22.75,23.3,0.12,False,25
SHUF25,ABSMOM63,3m,full,230,0.0345,1.87,52.2,24.78,23.37,24.01,0.77,False,25
SHUF25,ABSMOM126,1m,full,229,0.0118,0.59,51.1,23.05,23.1,22.17,0.87,False,25
SHUF25,ABSMOM126,3m,full,227,0.028,1.53,52.4,24.07,24.68,22.77,1.29,False,25
SHUF25,ABSMOM252,1m,full,223,0.0216,1.1,54.7,23.35,21.34,21.93,1.42,False,25
SHUF25,ABSMOM252,3m,full,221,0.0315,1.51,54.8,24.49,22.92,23.62,0.86,False,25
SHUF25,MOMSKIP126,1m,full,229,0.0143,0.72,57.2,23.1,23.39,21.79,1.31,False,25
SHUF25,MOMSKIP126,3m,full,227,0.0135,0.76,54.2,23.64,25.39,22.63,1.01,False,25
SHUF25,RISKADJ63,1m,full,232,0.0323,1.73,53.9,24.57,22.12,22.72,1.85,False,25
SHUF25,RISKADJ63,3m,full,230,0.0394,2.19,51.3,24.86,23.46,23.93,0.93,False,25
SHUF25,RISKADJ126,1m,full,229,0.0163,0.83,53.7,23.04,23.16,22.12,0.92,False,25
SHUF25,RISKADJ126,3m,full,227,0.0296,1.59,51.1,24.16,24.25,23.13,1.03,False,25
SHUF25,MADIST200,1m,full,231,0.0152,0.78,50.6,22.71,23.8,22.09,0.62,False,25
SHUF25,MADIST200,3m,full,229,0.0346,1.84,53.3,24.29,24.72,22.72,1.57,False,25
SHUF25,ACCEL,1m,full,223,0.0084,0.43,49.3,22.64,23.0,21.02,1.62,False,25
SHUF25,ACCEL,3m,full,221,0.0189,0.98,49.3,23.92,23.38,23.8,0.11,False,25
SHUF26,ABSMOM63,1m,full,232,0.0401,2.14,56.0,25.4,21.65,22.93,2.47,False,26
SHUF26,ABSMOM63,3m,full,230,0.0641,3.5,59.1,26.59,23.72,22.74,3.84,True,26
SHUF26,ABSMOM126,1m,full,229,0.0478,2.52,60.3,25.37,21.78,21.86,3.51,False,26
SHUF26,ABSMOM126,3m,full,227,0.0747,3.84,60.4,26.6,23.23,22.77,3.83,True,26
SHUF26,ABSMOM252,1m,full,223,0.0498,2.44,57.8,24.67,21.67,21.44,3.23,True,26
SHUF26,ABSMOM252,3m,full,221,0.0876,4.23,61.5,25.76,23.59,22.95,2.8,True,26
SHUF26,MOMSKIP126,1m,full,229,0.0478,2.44,57.2,25.4,21.82,21.95,3.45,False,26
SHUF26,MOMSKIP126,3m,full,227,0.0732,3.79,55.9,26.6,23.43,22.6,4.0,True,26
SHUF26,RISKADJ63,1m,full,232,0.047,2.65,58.2,25.96,21.11,22.97,2.99,False,26
SHUF26,RISKADJ63,3m,full,230,0.0705,3.98,61.7,26.77,23.33,22.94,3.83,True,26
SHUF26,RISKADJ126,1m,full,229,0.0517,2.77,57.2,25.6,21.32,22.04,3.56,False,26
SHUF26,RISKADJ126,3m,full,227,0.0786,4.17,63.0,26.63,23.2,22.78,3.85,True,26
SHUF26,MADIST200,1m,full,231,0.0458,2.43,58.9,24.75,22.69,22.05,2.7,True,26
SHUF26,MADIST200,3m,full,229,0.0788,4.04,60.7,26.47,23.09,23.32,3.15,False,26
SHUF26,ACCEL,1m,full,223,-0.0133,-0.69,47.1,22.13,22.9,22.63,-0.5,False,26
SHUF26,ACCEL,3m,full,221,-0.0237,-1.27,43.0,24.07,23.77,24.37,-0.29,False,26
SHUF27,ABSMOM63,1m,full,232,0.0289,1.47,56.0,25.07,22.43,22.54,2.54,False,27
SHUF27,ABSMOM63,3m,full,230,0.0556,2.79,61.3,25.89,23.65,23.43,2.45,True,27
SHUF27,ABSMOM126,1m,full,229,0.0372,1.92,53.3,23.76,23.46,21.45,2.31,True,27
SHUF27,ABSMOM126,3m,full,227,0.0649,3.41,59.0,24.82,24.48,22.75,2.07,True,27
SHUF27,ABSMOM252,1m,full,223,0.0414,2.11,58.3,23.88,21.24,22.03,1.85,False,27
SHUF27,ABSMOM252,3m,full,221,0.0446,2.22,56.1,24.53,23.25,23.98,0.55,False,27
SHUF27,MOMSKIP126,1m,full,229,0.0458,2.41,56.3,24.48,22.9,21.15,3.32,True,27
SHUF27,MOMSKIP126,3m,full,227,0.0607,3.22,59.5,24.26,24.98,22.83,1.43,False,27
SHUF27,RISKADJ63,1m,full,232,0.0235,1.22,51.7,24.37,22.71,23.09,1.28,False,27
SHUF27,RISKADJ63,3m,full,230,0.0529,2.68,58.3,25.3,24.29,23.37,1.93,True,27
SHUF27,RISKADJ126,1m,full,229,0.044,2.24,55.0,24.52,21.96,22.18,2.34,False,27
SHUF27,RISKADJ126,3m,full,227,0.0788,4.15,58.6,25.19,24.0,22.85,2.34,True,27
SHUF27,MADIST200,1m,full,231,0.0351,1.79,54.5,24.24,23.05,21.76,2.48,True,27
SHUF27,MADIST200,3m,full,229,0.0631,3.11,59.8,24.89,24.37,23.22,1.67,True,27
SHUF27,ACCEL,1m,full,223,0.0147,0.73,52.0,22.75,23.36,21.22,1.52,False,27
SHUF27,ACCEL,3m,full,221,0.0254,1.27,52.9,24.46,23.94,23.47,0.98,True,27
SHUF28,ABSMOM63,1m,full,232,0.0351,1.96,57.3,25.92,21.51,22.88,3.04,False,28
SHUF28,ABSMOM63,3m,full,230,0.0922,4.74,63.9,26.72,22.94,23.07,3.65,False,28
SHUF28,ABSMOM126,1m,full,229,0.0456,2.53,59.0,24.86,23.04,21.02,3.84,True,28
SHUF28,ABSMOM126,3m,full,227,0.0954,5.29,65.2,25.99,23.96,22.06,3.94,True,28
SHUF28,ABSMOM252,1m,full,223,0.0578,3.03,57.8,25.0,21.33,21.21,3.79,True,28
SHUF28,ABSMOM252,3m,full,221,0.0967,5.17,64.3,26.07,23.14,22.27,3.8,True,28
SHUF28,MOMSKIP126,1m,full,229,0.0477,2.7,55.0,24.79,22.9,21.32,3.47,True,28
SHUF28,MOMSKIP126,3m,full,227,0.0895,4.95,63.0,26.04,23.64,22.37,3.67,True,28
SHUF28,RISKADJ63,1m,full,232,0.0478,2.72,58.2,25.37,22.5,22.35,3.02,True,28
SHUF28,RISKADJ63,3m,full,230,0.101,5.33,63.5,26.2,23.58,22.94,3.27,True,28
SHUF28,RISKADJ126,1m,full,229,0.0556,3.16,56.8,26.05,22.05,20.8,5.25,True,28
SHUF28,RISKADJ126,3m,full,227,0.1056,5.96,64.3,26.93,23.12,21.94,4.99,True,28
SHUF28,MADIST200,1m,full,231,0.0377,2.12,56.7,25.14,22.41,21.86,3.28,True,28
SHUF28,MADIST200,3m,full,229,0.1022,5.62,66.8,26.47,23.49,22.3,4.17,True,28
SHUF28,ACCEL,1m,full,223,-0.0225,-1.2,47.5,21.82,22.92,23.12,-1.3,False,28
SHUF28,ACCEL,3m,full,221,0.0119,0.61,49.8,23.92,23.74,24.14,-0.22,False,28
SHUF29,ABSMOM63,1m,full,232,0.0534,2.74,61.2,25.09,22.71,22.35,2.74,True,29
SHUF29,ABSMOM63,3m,full,230,0.0525,2.92,57.8,26.23,23.46,23.34,2.89,True,29
SHUF29,ABSMOM126,1m,full,229,0.0735,3.71,61.1,25.58,23.22,20.15,5.43,True,29
SHUF29,ABSMOM126,3m,full,227,0.0861,4.63,59.9,26.22,24.65,21.35,4.87,True,29
SHUF29,ABSMOM252,1m,full,223,0.0518,2.57,61.9,23.8,21.29,22.55,1.25,False,29
SHUF29,ABSMOM252,3m,full,221,0.0543,2.75,58.8,24.58,23.75,23.56,1.02,True,29
SHUF29,MOMSKIP126,1m,full,229,0.0669,3.47,59.8,24.5,23.68,20.79,3.72,True,29
SHUF29,MOMSKIP126,3m,full,227,0.0704,3.63,60.4,25.06,25.15,22.04,3.02,False,29
SHUF29,RISKADJ63,1m,full,232,0.0555,3.04,60.3,25.07,23.14,21.98,3.09,True,29
SHUF29,RISKADJ63,3m,full,230,0.0751,4.3,60.9,26.45,23.74,22.84,3.6,True,29
SHUF29,RISKADJ126,1m,full,229,0.0825,4.25,63.3,26.32,22.63,20.07,6.24,True,29
SHUF29,RISKADJ126,3m,full,227,0.1104,5.98,63.0,28.1,23.14,21.03,7.07,True,29
SHUF29,MADIST200,1m,full,231,0.0687,3.43,61.9,25.26,23.03,21.06,4.2,True,29
SHUF29,MADIST200,3m,full,229,0.0861,4.7,64.6,26.33,23.92,22.31,4.01,True,29
SHUF29,ACCEL,1m,full,223,-0.0007,-0.04,48.9,21.76,22.97,23.06,-1.3,False,29
SHUF29,ACCEL,3m,full,221,-0.0011,-0.06,47.5,24.19,23.92,23.92,0.26,True,29
SHUF30,ABSMOM63,1m,full,232,0.0083,0.4,52.2,22.59,24.09,22.37,0.22,False,30
SHUF30,ABSMOM63,3m,full,230,0.0396,2.0,54.8,24.77,24.92,22.28,2.5,False,30
SHUF30,ABSMOM126,1m,full,229,0.0484,2.23,56.3,24.02,22.6,20.95,3.07,True,30
SHUF30,ABSMOM126,3m,full,227,0.0795,3.8,58.6,25.82,23.61,21.44,4.38,True,30
SHUF30,ABSMOM252,1m,full,223,0.0435,1.95,56.1,22.87,22.02,21.24,1.62,True,30
SHUF30,ABSMOM252,3m,full,221,0.0537,2.4,55.7,24.83,23.4,22.54,2.29,True,30
SHUF30,MOMSKIP126,1m,full,229,0.0569,2.71,55.5,24.5,21.99,21.08,3.42,True,30
SHUF30,MOMSKIP126,3m,full,227,0.0875,4.29,57.3,25.59,23.83,21.46,4.13,True,30
SHUF30,RISKADJ63,1m,full,232,0.0082,0.39,51.7,22.69,23.1,23.44,-0.75,False,30
SHUF30,RISKADJ63,3m,full,230,0.036,1.82,53.5,24.65,24.39,23.04,1.61,True,30
SHUF30,RISKADJ126,1m,full,229,0.0416,2.02,57.6,23.74,22.65,21.22,2.52,True,30
SHUF30,RISKADJ126,3m,full,227,0.0789,3.93,55.9,25.55,23.86,21.49,4.07,True,30
SHUF30,MADIST200,1m,full,231,0.0444,2.03,57.1,24.4,22.16,21.49,2.92,True,30
SHUF30,MADIST200,3m,full,229,0.0787,3.64,58.5,25.82,23.53,21.91,3.9,True,30
SHUF30,ACCEL,1m,full,223,-0.0216,-1.08,48.0,21.14,22.45,22.73,-1.59,False,30
SHUF30,ACCEL,3m,full,221,0.0088,0.44,50.7,23.66,23.67,23.58,0.08,False,30
SHUF31,ABSMOM63,1m,full,232,0.0122,0.66,53.0,24.51,24.61,22.24,2.27,False,31
SHUF31,ABSMOM63,3m,full,230,0.0538,2.83,54.8,25.74,24.97,23.32,2.42,True,31
SHUF31,ABSMOM126,1m,full,229,0.0369,1.9,54.6,24.41,23.89,21.82,2.59,True,31
SHUF31,ABSMOM126,3m,full,227,0.078,4.19,61.7,26.03,24.6,22.62,3.41,True,31
SHUF31,ABSMOM252,1m,full,223,0.0342,1.71,54.7,24.08,22.36,22.19,1.89,True,31
SHUF31,ABSMOM252,3m,full,221,0.0742,3.58,61.1,25.93,23.94,22.98,2.95,True,31
SHUF31,MOMSKIP126,1m,full,229,0.0421,2.28,59.0,25.29,23.12,21.64,3.65,True,31
SHUF31,MOMSKIP126,3m,full,227,0.08,4.45,60.8,26.45,24.64,22.1,4.35,True,31
SHUF31,RISKADJ63,1m,full,232,0.0136,0.76,50.0,23.71,24.97,22.73,0.98,False,31
SHUF31,RISKADJ63,3m,full,230,0.0525,2.86,53.5,25.27,25.76,23.05,2.22,False,31
SHUF31,RISKADJ126,1m,full,229,0.031,1.74,53.7,24.18,24.63,21.38,2.8,False,31
SHUF31,RISKADJ126,3m,full,227,0.0796,4.53,62.6,25.76,25.38,22.15,3.61,True,31
SHUF31,MADIST200,1m,full,231,0.0244,1.27,53.7,24.38,24.52,21.86,2.52,False,31
SHUF31,MADIST200,3m,full,229,0.0776,3.96,61.1,26.03,25.01,22.6,3.43,True,31
SHUF31,ACCEL,1m,full,223,-0.0261,-1.4,45.7,22.04,24.48,22.38,-0.34,False,31
SHUF31,ACCEL,3m,full,221,0.0003,0.02,47.5,24.14,25.15,23.75,0.39,False,31
SHUF32,ABSMOM63,1m,full,232,0.0155,0.83,52.2,24.44,23.2,22.4,2.04,True,32
SHUF32,ABSMOM63,3m,full,230,0.0617,3.08,56.1,26.14,23.8,23.13,3.01,True,32
SHUF32,ABSMOM126,1m,full,229,0.0167,0.83,48.9,23.25,23.3,22.62,0.63,False,32
SHUF32,ABSMOM126,3m,full,227,0.0557,2.89,56.4,25.24,23.48,23.81,1.43,False,32
